season,date,game_team_abbr,team_name,all_nba,first_team_nba,second_team_nba,third_team_nba,all_nba_ly,first_team_nba_ly,second_team_nba_ly,third_team_nba_ly
2003-04,2003-11-30,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-05,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-07,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-09,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-12,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-14,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-16,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-18,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-19,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-21,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-23,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-26,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2003-12-28,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-03,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-04,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-06,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-07,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-09,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-11,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-13,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-16,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-19,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-20,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-22,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-23,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-25,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-28,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-29,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-01-31,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-03,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-06,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-08,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-10,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-11,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-17,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-19,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-20,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-22,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-24,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-26,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-27,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-02-29,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-03-02,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-04,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-06,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-07,SAC,Sacramento Kings,1,0,1,0,0,0,0,0
2003-04,2004-03-09,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-11,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-12,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-14,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-16,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-17,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-19,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-21,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-23,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-24,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-28,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-03-31,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-01,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-04,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-06,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-08,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-09,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-11,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-12,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2004-04-14,SAC,Sacramento Kings,1,0,1,0,1,0,1,0
2003-04,2003-10-28,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-10-29,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-01,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-03,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-10,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-12,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-14,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-15,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-18,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-20,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-21,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-26,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-28,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-11-29,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-03,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-05,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-06,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-08,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-10,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-11,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-13,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-15,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-17,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-19,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-20,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-23,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-26,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2003-12-28,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-03,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-05,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-06,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-09,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-10,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-13,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-14,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-16,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-18,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-19,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-21,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-23,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-24,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-26,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-27,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-29,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-01-31,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-02,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-05,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-06,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-09,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-18,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-20,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-22,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-24,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-02-26,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-10,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-18,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-20,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-23,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-25,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-27,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-29,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-03-31,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-02,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-04,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-07,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-09,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-11,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-12,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2003-04,2004-04-14,SAS,San Antonio Spurs,1,1,0,0,1,1,0,0
2004-05,2004-11-03,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-04,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-06,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-09,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-10,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-13,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-15,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-18,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-20,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-21,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-24,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-26,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-27,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-29,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-01,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-02,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-04,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-07,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-08,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-11,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-13,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-15,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-16,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-18,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-21,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-22,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-26,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-28,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-12-29,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-03,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-05,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-08,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-11,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-13,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-15,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-16,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-19,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-20,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-22,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-24,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-01-26,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-01,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-03,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-05,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-08,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-11,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-13,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-16,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-17,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-23,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-25,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-27,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-02-28,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-02,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-04,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-06,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-08,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-13,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-15,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-16,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-18,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-20,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-22,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-24,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-26,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-28,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-29,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-03-31,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-01,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-03,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-05,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-06,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-08,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-09,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-11,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-14,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-15,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-17,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-19,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2005-04-20,CLE,Cleveland Cavaliers,1,0,1,0,0,0,0,0
2004-05,2004-11-02,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-03,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-06,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-08,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-09,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-11,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-13,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-14,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-16,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-19,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-21,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-24,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-26,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-27,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-30,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-02,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-04,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-06,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-07,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-09,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-11,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-13,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-14,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-18,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-21,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-22,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-26,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-12-28,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-02,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-05,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-08,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-12,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-14,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-15,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-18,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-20,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-21,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-23,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-24,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-26,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-01-29,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-01,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-02,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-04,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-06,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-08,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-11,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-13,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-15,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-17,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-23,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-24,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-26,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-02-28,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-02,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-04,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-10,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-11,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-13,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-15,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-17,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-19,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-21,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-23,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-24,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-26,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-28,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-03-30,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-01,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-03,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-05,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-07,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-09,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-11,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-13,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-17,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-19,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2005-04-20,DAL,Dallas Mavericks,1,1,0,0,1,0,0,1
2004-05,2004-11-02,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-11-05,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-11-06,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-11-08,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-11-17,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-11-19,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-03,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-04,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-06,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-08,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-10,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-11,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-15,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-16,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-18,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-22,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-25,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-27,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-29,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2004-12-30,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-02,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-03,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-06,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-07,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-11,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-12,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-14,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-15,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-17,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-18,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-21,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-22,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-24,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-26,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-27,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-01-29,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-02-01,DET,Detroit Pistons,1,0,0,1,1,0,1,0
2004-05,2005-02-02,DET,Detroit Pistons,1,0,0,1,1,0,1,0
