season,date,game_team_abbr,team_name,all_nba,first_team_nba,second_team_nba,third_team_nba,all_nba_ly,first_team_nba_ly,second_team_nba_ly,third_team_nba_ly
2008-09,2008-12-21,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2008-12-23,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2008-12-25,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2008-12-26,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2008-12-30,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-02,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-04,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-06,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-08,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-09,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-11,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-13,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-14,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-17,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-19,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-21,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-23,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-25,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-28,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-01-31,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-02,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-04,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-05,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-07,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-10,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-12,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-18,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-20,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-21,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-24,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-25,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-02-27,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-01,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-02,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-04,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-05,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-07,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-10,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-11,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-13,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-15,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-17,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-19,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-20,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-25,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-27,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-29,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-03-31,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-01,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-03,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-05,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-08,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-10,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-12,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-13,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2009-04-15,DAL,Dallas Mavericks,1,1,0,0,1,0,1,0
2008-09,2008-11-01,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2008-11-05,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2008-11-07,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-09,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-11,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-13,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-14,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-16,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-18,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-19,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-21,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-23,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-26,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-27,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-29,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-11-30,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-02,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-04,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-06,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-10,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-13,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-15,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-16,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-19,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-20,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-22,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2008-12-23,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2008-12-26,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2008-12-28,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-29,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-12-31,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-01-02,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-01-03,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-01-05,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-01-07,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-09,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-13,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-15,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-17,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-19,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-20,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-25,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-27,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-28,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-01-30,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-03,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-04,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-02-06,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-07,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-10,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-11,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-18,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-20,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-22,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-23,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-25,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-02-27,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-01,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-03,DEN,Denver Nuggets,1,0,0,1,0,0,0,0
2008-09,2009-03-05,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-06,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-08,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-09,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-11,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-14,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-16,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-18,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-20,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-23,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-25,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-27,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-28,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-03-31,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-02,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-04,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-05,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-08,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-09,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-13,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2009-04-15,DEN,Denver Nuggets,2,0,0,2,0,0,0,0
2008-09,2008-10-29,DET,Detroit Pistons,1,0,0,1,0,0,0,0
2008-09,2008-11-01,DET,Detroit Pistons,1,0,0,1,0,0,0,0
2008-09,2008-10-29,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-10-30,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-01,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-04,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-06,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-07,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-09,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-12,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-14,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-15,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-17,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-19,HOU,Houston Rockets,0,0,0,0,1,0,0,1
2008-09,2008-11-21,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-22,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-24,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-11-26,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-11-29,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-11-30,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-12-03,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-12-05,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-12-08,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-12-09,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-12-12,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-13,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-16,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-19,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-20,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-22,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-23,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-26,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-27,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-12-29,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2008-12-31,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-01-02,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-01-03,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-06,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-01-07,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-09,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-01-10,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-13,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-17,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-19,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-21,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-23,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-01-25,HOU,Houston Rockets,0,0,0,0,1,0,0,1
2008-09,2009-01-26,HOU,Houston Rockets,0,0,0,0,1,0,0,1
2008-09,2009-01-28,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-01-31,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-03,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-02-04,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-02-07,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-02-09,HOU,Houston Rockets,1,0,1,0,2,0,0,2
2008-09,2009-02-11,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-17,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-20,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-22,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-24,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-26,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-02-28,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-01,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-03,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-04,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-06,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-08,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-09,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-11,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-13,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-14,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-18,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-20,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-22,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-24,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-03-28,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-01,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-03,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-05,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-07,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-09,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-13,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2009-04-15,HOU,Houston Rockets,1,0,1,0,1,0,0,1
2008-09,2008-10-28,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-10-29,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-01,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-05,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-09,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-11,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-12,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-14,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-18,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-20,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-21,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-23,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-25,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-28,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-11-30,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-02,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-03,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-05,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-07,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-09,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-10,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-12,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-14,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-16,LAL,Los Angeles Lakers,1,1,0,0,1,1,0,0
2008-09,2008-12-19,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-20,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-22,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-23,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-25,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-12-28,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-02,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-04,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-06,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-07,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-09,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-11,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-13,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-14,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-16,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-19,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-21,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-22,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-25,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-27,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-30,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-01-31,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-02,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-04,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-05,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-08,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-10,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-11,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-17,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-18,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-20,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-22,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-24,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-26,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-02-27,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-01,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-03,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-06,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-09,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-11,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-12,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-15,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-17,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-19,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-21,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-24,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-26,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-27,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-29,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-03-31,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-01,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-03,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-05,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-07,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-09,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-10,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-12,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2009-04-14,LAL,Los Angeles Lakers,2,1,0,1,1,1,0,0
2008-09,2008-10-29,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-10-31,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-01,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-05,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-07,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-08,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-10,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-12,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-14,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-16,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-18,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-19,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-22,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-24,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-26,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-28,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-11-29,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-01,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-03,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-06,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-08,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-12,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-14,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-15,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-19,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-20,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-23,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-26,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-28,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2008-12-30,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-02,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-03,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-05,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-07,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-09,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-11,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-13,MIA,Miami Heat,1,1,0,0,0,0,0,0
2008-09,2009-01-14,MIA,Miami Heat,1,1,0,0,0,0,0,0
