game_id,season,date,playoff,win,points,home_team,conference,first_interconf_trip,dist_traveled,dist_3days,dist_7days,dist_30days,lon_traveled,tz_traveled,same_tz_3days,same_tz_7days,same_tz_30days,tz_total_3days,tz_total_7days,tz_total_30days,tz_east_3days,tz_east_7days,tz_east_30days,tz_west_3days,tz_west_7days,tz_west_30days,days_rest,second_backtoback,three_in_four,games_2days,games_3days,games_4days,games_7days,games_30days,road_3days,road_7days,road_30days,total_wins_ly,pyth_40games,pace_40games,ftr_40games,tpar_40games,ts_40games,trb_40games,steal_40games,block_40games,efg_40games,tov_40games,orb_40games,drb_40games,all_nba_ly,first_team_nba_ly,second_team_nba_ly,third_team_nba_ly
2003-02-21 MIL SEA,2002-03,2003-02-21,0,1,30,1,W,0,-1546.28100996863,-1855.619291634768,-3940.917341244679,5467.7686782948695,4.086734,0,0,0,-4,0,-2,7,0,0,4,0,-2,3,0,0,-1,0,0,-1,-1,0,-2,-2,3,6,-0.14083510651574493,-7.404999999999987,-0.03254999999999997,-0.08577500000000002,-0.055900000000000005,1.2225000000000037,1.9399999999999995,0.2625000000000002,-0.04699999999999993,-0.19500000000000028,4.537500000000001,-0.23999999999999488,0,0,0,0
2003-02-21 NYK GSW,2002-03,2003-02-21,0,1,4,1,W,0,-231.599236314643,354.391867064154,2098.3650817174716,3202.111491137426,0.312855,0,0,-1,-1,0,2,3,0,0,3,0,2,0,0,0,1,0,0,1,0,0,-1,-2,0,-9,-0.038484933579350844,1.884999999999991,0.112875,-0.06905,-0.005874999999999964,3.1300000000000026,0.5300000000000002,3.58,-0.022175,0.4574999999999996,8.662499999999998,-3.5700000000000074,0,0,0,0
2003-02-21 PHX TOR,2002-03,2003-02-21,0,0,-3,0,W,0,3042.17923496738,3042.17923496738,3042.17923496738,3877.578802674265,32.692102,2,-1,-1,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,3,-8,0.24163285087526204,5.980000000000004,0.021299999999999986,0.006025000000000003,0.02887500000000004,0.5925000000000011,0.7650000000000006,0.5549999999999997,0.024125000000000008,0.35999999999999943,2.2124999999999986,-2.762500000000003,0,0,0,0
2003-02-22 ATL LAC,2002-03,2003-02-22,0,1,2,0,E,0,1996.91148270724,1996.91148270724,3842.477893446843,-3829.1085727845475,-21.456899,-2,-1,-1,4,2,3,-8,0,0,-5,2,3,-3,1,0,0,0,0,-1,1,0,1,2,1,-6,-0.07776263364749847,-0.6274999999999977,-0.04092499999999999,-0.007624999999999993,-8.250000000000757e-4,0.5450000000000017,0.6924999999999999,-0.5024999999999995,0.0025000000000000022,0.3374999999999986,0.12249999999999872,0.4724999999999966,0,0,0,0
2003-02-22 IND SAS,2002-03,2003-02-22,0,1,9,1,W,0,-2138.6787945905967,-3269.874831977074,-1553.4087069125844,7779.250878432913,22.742776,1,2,2,-2,-2,-1,5,-1,1,3,-1,-2,2,0,0,0,0,0,0,0,0,-1,-2,4,18,0.0816958174830622,-0.16750000000000398,-0.007249999999999979,0.012374999999999997,0.013000000000000012,0.4024999999999963,-2.222500000000001,2.027499999999999,0.020374999999999976,1.4525000000000006,-1.1325000000000003,0.0049999999999954525,0,1,0,-1
2003-02-22 MIL POR,2002-03,2003-02-22,0,1,3,0,E,0,-1048.63438215714,-831.8827543456498,2612.1976961577984,-8572.646829429279,4.086734,0,0,0,3,0,2,-8,0,0,-4,0,2,-4,0,0,0,0,0,0,1,-1,1,3,-2,-8,-0.17569757822661142,1.7800000000000011,-0.03344999999999998,0.056675,0.017025000000000068,-3.3999999999999986,-2.8200000000000003,-0.4325000000000001,0.018075000000000063,-1.5175,-5.772499999999997,-1.7875000000000085,1,0,1,0
2003-02-23 ATL GSW,2002-03,2003-02-23,0,0,-22,0,E,0,543.443448736716,1675.2578280651592,-563.158631029708,-3638.1738442820915,-3.935707,0,-1,-2,2,2,1,-5,0,0,-4,2,1,-1,-1,1,0,1,0,0,-1,-1,2,2,1,12,-0.1793931652478879,-7.867499999999993,-0.041100000000000025,0.01577500000000001,-0.01705000000000001,-1.4549999999999983,0.2975000000000003,0.10500000000000043,-0.011424999999999963,1.3449999999999989,-5.5625000000000036,1.9874999999999972,0,0,0,0
2003-02-23 DAL WAS,2002-03,2003-02-23,0,1,5,0,W,0,1965.33326337895,741.1950369601691,-1567.0588595185209,-879.3317472623039,18.563406,1,0,2,5,0,-1,-5,0,-1,-3,0,0,-2,0,0,1,0,0,1,1,2,2,1,1,24,0.29649528010710596,7.852499999999992,-0.08007499999999995,0.111375,0.026350000000000096,-1.8400000000000034,0.4450000000000003,1.7349999999999994,0.03244999999999998,-2.709999999999999,-2.25,-1.0324999999999989,2,0,1,1
2003-02-23 NYK SAC,2002-03,2003-02-23,0,1,7,1,W,0,-144.379,-1241.07533969344,-2849.71072185058,1242.2329574275154,-0.684832,0,-1,-1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,-1,0,-1,-1,-2,-4,-4,41,0.22660099983021242,-0.9749999999999943,0.006824999999999998,-0.048174999999999996,0.002975000000000061,-0.1250000000000071,2.182500000000001,3.2975000000000003,0.011200000000000043,-0.33500000000000085,-2.419999999999998,-1.2475000000000023,1,0,1,0
2003-02-24 DET SEA,2002-03,2003-02-24,0,0,-7,0,E,0,1544.4041701744998,844.3225264573775,2013.422742787353,-5169.618481987525,-35.033151,-3,-2,-3,-4,4,5,2,1,1,1,3,4,1,1,-1,0,-1,0,0,0,0,0,2,1,7,0.29996455368670005,4.527500000000003,0.050724999999999965,0.0895,0.029899999999999927,-0.3950000000000031,-2.1350000000000007,2.2275,0.01947500000000002,-0.009999999999999787,-3.0474999999999994,2.1599999999999966,1,0,0,1
2003-02-24 HOU BOS,2002-03,2003-02-24,0,0,-6,1,E,0,1650.15195960938,1650.15195960938,-1540.4591418005311,-26.817191954993177,25.933843,2,-1,0,0,2,-1,1,2,0,0,0,-1,1,2,0,-1,0,-1,-2,-2,-2,-1,-1,1,30,-0.07074567308597646,-1.9799999999999898,-0.019275000000000042,0.15514999999999998,0.0020499999999999963,-6.322499999999998,1.8449999999999998,-2.8625000000000007,0.008174999999999988,-0.9600000000000009,-8.4575,-2.1074999999999875,1,0,0,1
2003-02-24 MIN MIL,2002-03,2003-02-24,0,1,3,0,W,0,-2285.15387521034,-2566.04887521034,-5833.344061820921,-247.1253902892222,-29.390853,-2,1,0,-3,-2,-3,1,-2,-1,0,0,-2,1,-1,1,0,1,0,0,-1,0,0,-2,1,9,0.15418287572231165,-0.8674999999999926,-0.024550000000000016,-0.12777500000000003,-0.01872499999999999,2.957499999999996,-0.22000000000000064,2.3925,-0.015100000000000058,0.03500000000000014,5.0975,1.0474999999999994,0,0,0,0
2003-02-24 PHX CHI,2002-03,2003-02-24,0,1,3,1,E,0,1344.33037935333,554.8749329582834,98.77364178994867,4916.726466759415,-13.08902,-1,0,-1,-2,0,1,3,0,0,2,0,1,1,1,-1,0,-1,0,0,1,2,-1,0,4,-15,-0.1646246200715758,-6.757500000000007,-0.002375000000000016,-0.04040000000000002,-0.016000000000000014,-1.2075000000000031,-0.28999999999999915,2.152499999999999,-0.01475000000000004,1.6875,-2.897500000000001,-1.2625000000000028,0,0,0,0
2003-02-25 ATL POR,2002-03,2003-02-25,0,0,-3,0,E,0,865.097103378797,1408.540552115513,746.3932705084735,-5792.4659963691465,-0.463882,0,1,-2,2,0,2,-7,0,0,-4,0,2,-3,-1,0,1,0,1,1,-1,-1,2,2,4,-16,-0.3461082550888986,-5.867500000000007,-0.025075000000000014,-0.0017250000000000043,-0.022724999999999995,-0.8624999999999972,-1.9299999999999997,2.1000000000000005,-0.02477499999999999,1.1274999999999995,-0.557500000000001,-1.4775000000000063,0,0,0,0
2003-02-25 DAL ORL,2002-03,2003-02-25,0,0,-5,0,W,0,-298.5229401874899,150.6506972286702,481.4843134937091,163.75951504791192,2.953302,0,-1,0,-1,1,1,3,1,1,2,0,0,1,0,0,0,0,0,0,1,2,1,2,3,16,0.30421552711735567,7.907499999999999,-0.055300000000000016,0.013899999999999996,0.028024999999999967,-0.5600000000000023,-0.6574999999999989,4.84,0.03340000000000004,-2.6425,-1.4700000000000024,-1.2750000000000057,1,-1,1,1
2003-02-25 DET SAC,2002-03,2003-02-25,0,1,6,1,W,0,-999.166902458254,-4089.8520826013837,-6384.257665182868,-73.44643153270408,-0.83586,0,1,1,4,-3,-5,-3,0,-1,-2,-3,-4,-1,1,-1,-1,-1,0,-1,-2,-1,-2,-4,-4,17,0.06097018781344332,0.33499999999999375,-0.0786,-0.0595,0.014375000000000027,-1.0750000000000028,2.255,-0.589999999999999,0.03215000000000001,0.28000000000000114,-2.7300000000000004,-2.9350000000000023,0,0,1,-1
2003-02-25 HOU NYK,2002-03,2003-02-25,0,1,7,1,E,0,3729.2969293899987,1290.2812155629686,481.51860665164713,-928.1972361540484,50.455983,3,0,1,2,2,0,-1,2,0,-1,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,0,1,2,-0.09940961102091989,0.9274999999999949,-0.10002500000000003,0.04225000000000001,0.00990000000000002,-4.539999999999999,-0.21499999999999986,-4.812499999999999,0.025724999999999998,-1.0600000000000005,-5.835000000000001,-0.9675000000000011,0,0,0,0
2003-02-25 MIA SAS,2002-03,2003-02-25,0,0,-15,0,E,0,1844.2605247356,1844.2605247356,2796.994683924534,-5383.30953538032,-18.250518,-1,-1,-2,2,1,1,-5,0,0,-3,1,1,-2,0,0,0,0,0,0,-1,0,1,0,-4,-26,-0.2857508681233047,-6.935000000000002,-0.09392499999999998,-0.029075000000000017,-0.050600000000000034,-0.0975000000000037,1.6725000000000012,-2.9625000000000004,-0.047424999999999995,-1.9049999999999994,-0.042500000000000426,3.7249999999999943,-1,-1,0,0
2003-02-26 ATL SEA,2002-03,2003-02-26,0,1,17,1,W,0,-279.106,402.077906589833,-591.996014885493,5176.829667566106,-0.312854,0,0,1,-2,0,-2,5,0,0,3,0,-2,2,1,-1,0,-1,0,0,0,0,-2,-3,-4,14,0.10306549535742998,0.9650000000000034,-0.032775,-0.022550000000000014,-0.014774999999999927,-0.6174999999999997,1.3224999999999998,-2.297500000000001,-0.004074999999999995,-2.8550000000000004,-0.16000000000000014,0.3374999999999915,0,0,0,0
2003-02-26 MEM PHI,2002-03,2003-02-26,0,1,4,1,E,0,-1414.5142512421,-2186.918874553517,-2216.9762241494363,-2256.9384148529425,-14.879783,-1,0,-1,-1,-1,0,1,-1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,-1,-2,-2,22,0.13761675141712254,0.6724999999999994,0.035275,-0.06614999999999999,-0.006850000000000023,1.5699999999999932,3.6025,-3.000000000000001,-0.018874999999999975,-0.3324999999999996,2.917499999999997,2.147500000000008,1,0,1,0
2003-02-26 PHX MIL,2002-03,2003-02-26,0,0,-6,1,E,0,-148.09,2048.27163370459,-283.98092689607984,279.6294122494437,0.242962,0,-1,1,5,2,-1,-3,2,0,-1,0,-1,-2,0,0,-1,0,0,-1,0,2,-2,-2,-1,5,-0.10722910824499943,0.9124999999999943,-0.02260000000000001,0.05984999999999999,0.023125000000000062,-1.9299999999999997,-0.7924999999999995,-1.1825,0.02062500000000006,-0.4624999999999986,-6.827499999999997,2.0575000000000045,1,0,1,0
2003-02-27 DET LAL,2002-03,2003-02-27,0,0,-10,0,E,0,588.444281666138,1587.611184124392,5707.034864740526,-3806.3264851468975,3.250874,0,0,-1,0,0,4,-3,0,1,-3,0,3,0,0,0,1,0,0,1,1,-1,2,4,3,-19,0.06023820726737883,-3.5275000000000034,9.999999999998899e-5,0.05039999999999997,-0.014624999999999999,-3.2674999999999983,-0.7874999999999996,-0.4250000000000007,-0.02300000000000002,-0.8500000000000014,-5.655000000000001,0.6400000000000006,-1,-2,0,1
2003-02-27 HOU WAS,2002-03,2003-02-27,0,0,-2,0,W,0,-462.241821731844,-952.0481788180821,1683.0918930660482,3304.9579648494873,-12.16202,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,3,1,2,1,-9,0.07082954076477721,0.7325000000000017,0.003224999999999978,0.05735000000000001,0.005299999999999971,3.3149999999999977,-0.5024999999999995,0.9625000000000004,0.0016499999999999848,1.7825000000000006,3.259999999999998,2.075000000000003,0,0,0,0
2003-02-28 CLE MIN,2002-03,2003-02-28,0,0,-23,0,E,0,1016.47440132961,536.0547424603301,1212.331890637232,-4157.277586328488,-11.587776,-1,-2,-2,0,1,1,-3,0,0,-2,1,1,-1,1,0,0,0,-1,0,-1,-3,1,1,-1,-21,-0.39982895989071365,-8.777500000000003,0.051500000000000046,0.03424999999999999,-0.03320000000000001,0.0799999999999983,0.6225000000000005,1.9224999999999994,-0.04107499999999997,3.147499999999999,2.3724999999999987,-0.4000000000000057,-1,0,-1,0
2003-02-28 MIA MEM,2002-03,2003-02-28,0,0,-10,0,E,0,-837.0426550699431,-1440.9779605914282,860.4011611027036,201.16521828758232,14.910077,1,2,1,3,-2,-1,-3,-1,-1,-2,-1,0,-1,0,0,1,0,0,1,0,0,1,1,1,13,-0.012563723734225318,-6.084999999999994,-0.037075000000000025,-0.02782499999999999,-0.036775,1.1475000000000009,1.3825000000000003,-1.5650000000000004,-0.03962500000000002,-0.6074999999999999,-0.23000000000000043,4.247500000000002,0,0,0,0
2003-02-28 NOL DEN,2002-03,2003-02-28,0,0,-6,1,W,0,-1740.86169514118,-3280.99440047373,-3626.9540589152057,-3359.8499288723215,14.925653,1,2,4,3,-2,-3,-2,0,-1,0,-2,-2,-2,0,0,0,0,0,0,1,0,-1,-1,-1,-17.799999999999997,-0.31065946815257456,-10.75500000000001,0.01855000000000001,-0.04317499999999999,-0.041325,-0.9249999999999972,1.442499999999999,0.9249999999999998,-0.03622499999999995,3.005000000000001,0.745000000000001,-0.9699999999999989,0,0,0,0
2003-02-28 UTA PHI,2002-03,2003-02-28,0,1,21,1,E,0,-1588.52763947564,-2713.1532576683003,-4147.087011813798,-4836.798688156977,-18.10401,-1,1,1,0,-1,-2,-2,-1,-2,-2,0,0,0,0,0,0,0,0,0,-1,-2,-2,-3,-1,0,-0.1917751698381463,-3.8800000000000097,-0.038275000000000003,0.014225000000000002,-0.028249999999999997,-2.147500000000001,0.5625,-4.1425,-0.027675000000000005,-1.1974999999999998,-2.344999999999999,0.2750000000000057,1,0,1,0
2003-03-01 DET GSW,2002-03,2003-03-01,0,1,2,1,W,0,0,-588.444281666138,-1830.7381170648614,5545.418142718492,0,0,-1,-1,0,0,-1,1,0,1,2,0,-2,-1,1,0,0,0,-1,0,0,0,-2,-2,-1,-33,-0.21144278772916203,3.009999999999991,0.01915,-0.08002499999999999,0.0031250000000000444,2.6425000000000054,0.4400000000000004,-0.5249999999999995,-0.0021500000000000408,1.17,8.744999999999997,-4.594999999999999,-1,0,0,-1
2003-03-01 NOL PHX,2002-03,2003-03-01,0,0,-5,1,W,0,1413.865364319465,-326.9963308217152,-32.57780017731511,-8401.95219238957,-17.090572,-1,-1,1,1,0,0,-3,0,0,-1,0,0,-2,2,-1,-1,-1,-1,-1,1,-3,-2,1,-3,-8.799999999999997,0.02675294087627489,3.6274999999999977,0.0267,0.023800000000000016,0.01232499999999992,-2.2550000000000026,-0.19500000000000028,-0.35999999999999943,0.016975000000000018,-0.6549999999999994,0.3999999999999986,-5.017499999999998,0,0,0,0
2003-03-02 DET POR,2002-03,2003-03-02,0,0,-17,0,E,0,865.097103378797,-171.43767882912698,2926.8804544937548,-4003.3808683041552,-0.463882,0,1,2,-2,-1,1,1,0,-1,-1,-1,2,2,-1,1,1,1,0,1,1,1,2,4,5,5,0.06478850315633589,-1.0300000000000011,-0.009624999999999995,0.06389999999999998,-0.010724999999999985,-2.0625,-3.0924999999999994,2.7325,-0.014624999999999999,-1.5749999999999993,-3.8900000000000006,0.5299999999999869,1,0,0,1
2003-03-02 NYK MIN,2002-03,2003-03-02,0,1,9,1,W,0,-1639.75006426587,-1653.71306426587,-4739.25616616225,-6676.276654398452,19.28255,1,1,2,1,-1,-4,-4,0,-3,-2,-1,-1,-2,0,0,0,0,0,0,0,0,-1,-1,-5,20,0.16305821865050563,1.7650000000000006,0.042550000000000004,-0.11059999999999999,0.004974999999999952,2.927500000000002,-0.23250000000000082,3.9049999999999994,5.499999999999949e-4,-0.34750000000000014,3.337500000000002,0.29000000000000625,1,0,1,0
2003-03-02 PHI DEN,2002-03,2003-03-02,0,0,-6,1,W,0,-2542.32426162726,-2542.32426162726,-1945.2377381817232,4390.90465669013,29.835731,2,1,2,3,-2,-2,1,0,0,2,-2,-2,-1,0,0,0,0,0,0,1,4,-1,-1,1,-18,-0.2877029961788829,-11.719999999999999,-0.04015000000000002,-0.002250000000000002,-0.04729999999999995,-0.1700000000000017,-1.0500000000000007,2.88,-0.03852500000000003,2.332499999999998,-0.7824999999999989,1.0275000000000034,-1,0,-1,0
2003-03-02 UTA NJN,2002-03,2003-03-02,0,1,1,0,W,0,155.951,1744.47863947564,3593.4679047843115,2844.6046281972267,1.104401,0,0,-1,-5,1,2,4,1,2,3,0,0,1,-2,0,0,0,1,1,1,-1,2,3,0,-18,-0.07985141513073168,2.2150000000000034,0.026800000000000046,-0.045799999999999993,0.026000000000000023,1.5874999999999986,0.8049999999999997,3.330000000000001,0.023525000000000018,2.317500000000001,3.5824999999999996,-2.155000000000001,-1,-1,0,0
2003-03-03 BOS MEM,2002-03,2003-03-03,0,1,1,0,E,0,637.0145260834921,652.2283266667841,-2176.800175817416,3212.6929414769074,-17.431256,-1,-1,1,-2,1,-1,5,0,-1,2,1,0,3,-1,1,0,1,0,0,0,-1,1,0,1,35,0.09227182929414435,-2.2674999999999983,-0.026249999999999996,0.143125,-0.011624999999999996,-2.532499999999999,2.1125000000000007,-2.3675000000000006,-0.014425000000000021,-0.9399999999999995,-4.4375,1.6324999999999932,1,0,0,1
2003-03-03 NOL LAC,2002-03,2003-03-03,0,1,3,0,E,0,577.847747863842,190.35315075255699,2141.818169069147,4352.630996948335,-6.196053,-1,-1,-4,-5,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,-1,1,2,1,1,5.799999999999997,0.16492932267419713,1.1200000000000045,-0.06775000000000003,-0.018425000000000025,1.2499999999993072e-4,1.6499999999999986,1.2350000000000003,-1.325000000000001,0.005199999999999982,-0.9100000000000001,-0.16999999999999815,4,0,0,0,0
2003-03-03 PHI SAC,2002-03,2003-03-03,0,0,-8,0,E,0,-925.6496063871803,1212.7765963856568,-1107.2713302029433,-2190.5808054197514,6.570222999999999,1,-1,0,-3,1,-1,-1,0,-2,-2,1,1,1,-1,1,1,1,0,1,0,-1,1,0,1,-26,-0.2107075661143003,-1.2450000000000045,0.10927500000000001,-0.06315,-0.016450000000000076,2.4100000000000037,1.375,-2.5725,-0.037099999999999966,1.1425,7.167499999999997,1.4500000000000028,0,0,0,0
2003-03-04 DEN ATL,2002-03,2003-03-04,0,1,6,1,E,0,-876.04572149677,-727.9557214967701,2345.466768593539,2636.779012755118,-17.090571999999998,-1,0,-1,0,-1,1,0,-1,1,-1,0,0,1,0,0,0,0,0,0,0,-1,0,2,4,6,0.07984242985814777,7.614999999999995,0.0037249999999999783,0.06175,0.03965000000000002,-0.39750000000000085,-1.8774999999999995,0.3874999999999993,0.03192499999999998,-1.262500000000001,-2.1724999999999994,-1.1899999999999977,0,0,0,0
2003-03-04 HOU DET,2002-03,2003-03-04,0,0,-13,0,W,0,-1352.7399465685899,-252.50378656843668,-1053.5484913719556,6228.636818133766,-27.082557,-2,-1,-2,-3,-1,-1,-1,-2,-2,0,1,1,-1,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-26,-0.1546541909781789,-1.0275000000000034,0.019624999999999948,-0.05042499999999997,-0.0013499999999999623,2.7674999999999983,0.5325000000000006,0.6325000000000003,-0.005800000000000027,1.4900000000000002,3.5749999999999993,0.14000000000000057,-1,0,0,-1
2003-03-04 IND GSW,2002-03,2003-03-04,0,0,-7,0,E,0,3120.14439872432,3120.14439872432,3836.375273099815,-63.89168808872819,-36.047502,-3,-1,0,-3,3,2,0,0,0,-1,3,2,1,1,0,0,0,0,-1,0,-2,1,1,0,23,0.07586364245159716,-4.540000000000006,0.026900000000000035,0.021875000000000006,-0.0021249999999999325,-1.759999999999998,1.705,-0.01249999999999929,-0.004274999999999973,0.567499999999999,-5.922499999999999,1.5075000000000074,1,0,0,1
2003-03-04 NJN DAL,2002-03,2003-03-04,0,0,-9,0,E,0,2207.73720086448,2207.73720086448,1301.7416930907095,-2598.9840604416877,-22.742777,-1,0,0,1,1,0,-1,0,0,-1,1,0,0,-1,0,0,0,1,0,0,0,1,1,-1,2,-0.043144555355055236,-6.844999999999999,0.10324999999999995,-0.09025,-0.024675000000000002,3.789999999999999,1.120000000000001,-3.6174999999999997,-0.030299999999999994,3.0775000000000006,4.287500000000001,3.355000000000004,-1,1,-1,-1
2003-03-05 HOU TOR,2002-03,2003-03-05,0,1,2,0,W,0,-231.82095612774407,993.432074943066,1224.5954457467906,14658.671910509045,6.213223,0,-1,-1,-2,1,1,7,1,0,4,0,1,3,0,0,0,0,0,0,0,4,1,1,6,-16,0.17790597331092373,3.8725000000000023,0.05112500000000003,0.01765,0.026274999999999993,3.1125000000000043,-0.3075000000000001,2.3775000000000004,0.010224999999999984,0.8849999999999998,0.9774999999999991,2.569999999999993,0,0,0,0
2003-03-05 IND LAL,2002-03,2003-03-05,0,1,2,1,W,0,1002.837561231914,-2117.306837492406,-1870.2584645059565,78.07238394759042,0.15102700000000002,0,0,1,2,-3,-3,1,0,0,2,-3,-3,-1,4,-1,0,-1,-1,-1,0,1,-2,-1,-3,29,0.0539522471254793,4.252499999999998,-0.04022500000000001,0.01880000000000001,0.015149999999999997,2.0625,-1.5824999999999996,1.3425000000000002,0.030200000000000005,-0.34999999999999964,2.4349999999999987,2.0999999999999943,1,2,0,-1
2003-03-05 LAC WAS,2002-03,2003-03-05,0,1,19,1,E,0,-3704.0301884316,-2219.5258029163497,-2600.995334384201,2767.8750315044454,-41.246374,-3,1,2,-1,-3,-3,0,-3,-3,0,0,0,0,-1,1,1,1,0,1,1,0,-1,-1,0,-2,0.11286416514322783,1.5075000000000074,-0.00940000000000002,-0.03999999999999998,0.006000000000000005,-1.7824999999999989,0.8900000000000006,-0.4400000000000013,0.004725000000000035,-1.9674999999999994,-3.650000000000002,-0.13750000000000284,0,0,0,0
2003-03-06 GSW CHI,2002-03,2003-03-06,0,1,14,1,E,0,-2971.3694669071,-2971.3694669071,-1589.9206509858823,-6315.269921806073,-34.528785,-2,0,0,-3,-2,0,-1,-2,-1,-1,0,1,0,1,0,0,0,-1,0,1,0,-1,0,-2,0,-0.1424438328753303,-9.094999999999999,-0.03210000000000002,-0.013150000000000023,-0.02169999999999994,-2.8149999999999977,0.10999999999999943,0.5800000000000001,-0.011375000000000024,1.6075,-6.1199999999999974,-0.16250000000000853,0,0,0,0
2003-03-06 NJN SAS,2002-03,2003-03-06,0,0,-14,0,E,0,403.898058854423,2295.2832597189035,1979.0762597189034,-4223.368170652877,-1.627133,0,-1,-2,2,1,1,-4,0,0,-2,1,1,-2,0,0,0,0,0,0,-1,1,2,1,0,1,0.031014673394045622,-1.3499999999999943,-0.0020000000000000018,-0.03887499999999999,-0.027000000000000024,0.8674999999999997,1.5275000000000007,-3.4525000000000006,-0.029675000000000007,-1.7650000000000006,1.7325000000000017,2.957499999999996,0,0,0,0
2003-03-06 PHI POR,2002-03,2003-03-06,0,0,-28,1,W,0,848.6222756416709,2467.5826705107406,75.83361808257087,5033.145757808095,-9.446928,-1,-1,-1,2,2,0,1,1,1,0,1,-1,1,-2,1,0,1,1,0,0,2,0,-2,-2,4,0.13474028519901393,2.657499999999999,-0.015600000000000003,0.06080000000000001,0.014275000000000038,0.8099999999999952,-0.504999999999999,0.7575000000000003,0.01997500000000002,-0.2525000000000013,-0.6600000000000001,1.3250000000000028,-1,0,-1,0
2003-03-07 DAL MIA,2002-03,2003-03-07,0,1,2,0,W,0,1789.40720335985,1789.40720335985,384.8049196279999,-430.8540185990805,16.623386,1,-1,0,2,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,25,0.36563436589144044,11.987499999999997,-0.02240000000000003,0.08460000000000001,0.045875,-2.4750000000000014,-0.6400000000000006,2.8424999999999994,0.04670000000000002,-2.7825000000000006,-1.8949999999999996,-4.059999999999988,2,0,1,1
2003-03-07 LAC BOS,2002-03,2003-03-07,0,1,11,1,E,0,-634.120365187511,-2509.375284492821,-1832.134314518221,5158.726327318089,-5.958734,0,0,-1,-2,-2,-1,4,-2,-2,2,0,1,2,0,0,0,0,0,0,0,1,-2,0,3,19,0.1406561303682609,0.29000000000000625,-0.04930000000000001,0.15387499999999998,0.008050000000000002,-3.9649999999999963,2.1775,-2.63,0.014450000000000018,-1.3375000000000004,-7.462499999999999,1.2049999999999983,0,0,0,0
2003-03-07 PHI SEA,2002-03,2003-03-07,0,1,9,0,E,0,-849.6679913819501,-1208.1038635365012,-328.9386001009507,-7196.260650094355,10.765755,1,2,0,-2,-2,1,0,-1,-1,0,-1,2,0,-1,1,-1,1,0,-1,0,-2,1,2,1,-2,0.07866911534713605,2.262500000000003,0.065575,-0.0509,0.02024999999999999,0.4924999999999997,1.682500000000001,-0.8500000000000005,0.008324999999999971,1.4250000000000007,1.5999999999999979,-0.5125000000000028,1,0,1,0
2003-03-08 DEN MIA,2002-03,2003-03-08,0,1,6,0,W,0,1404.60228373185,1404.60228373185,2493.7400778014257,1970.3976818314604,9.864793,1,-2,-2,-2,1,3,4,1,2,3,0,1,1,2,-1,0,-1,-1,0,0,1,1,3,1,-9,-0.19884241635452896,-6.135000000000005,0.029449999999999976,-0.03712499999999999,-0.01824999999999999,1.3300000000000054,0.3699999999999992,0.8974999999999991,-0.015449999999999964,3.7700000000000014,3.580000000000002,-0.707499999999996,0,0,0,0
2003-03-08 GSW MIL,2002-03,2003-03-08,0,0,-5,0,W,0,-877.01902996315,876.7137511686501,-1884.2192300978813,3636.0481253159087,10.653296,1,0,0,-1,1,-1,2,2,1,2,-1,-2,0,1,-1,-1,-1,0,-1,-2,-1,1,-1,1,-20,0.02518621960132067,0.21749999999998693,0.04780000000000001,-0.08200000000000002,-0.02124999999999999,4.292499999999997,0.4450000000000003,2.6950000000000003,-0.028825000000000045,1.2425000000000015,11.272499999999997,-2.5050000000000097,-1,0,-1,0
2003-03-08 IND POR,2002-03,2003-03-08,0,1,14,1,W,0,-1329.52938215714,289.43101271192995,-1755.196439880036,-3379.0902315182975,4.399588,0,0,0,3,1,-1,-2,0,1,-1,1,-2,-1,-1,0,1,0,1,1,1,1,-1,-2,-6,5,0.04933644109203561,2.180000000000007,-0.026099999999999957,-0.004399999999999987,0.010874999999999968,1.4249999999999972,0.7949999999999999,-2.045,0.020000000000000018,0.26500000000000057,1.2750000000000021,2.634999999999991,-1,0,0,-1
2003-03-08 LAC CHI,2002-03,2003-03-08,0,0,-6,1,E,0,-1372.52810485879,-2006.6484700463009,-4748.232526148934,-1055.2246670000095,16.61203,1,1,0,-3,-1,-3,2,0,-3,2,-1,0,0,1,-1,-1,-1,0,-1,-1,2,-2,-3,0,-18,0.07850158247431127,-1.3549999999999898,-0.03354999999999997,-0.03359999999999999,-7.500000000004725e-5,-0.7625000000000028,0.3650000000000002,0.1899999999999995,0.006899999999999962,0.6574999999999989,-1.5474999999999994,-1.2374999999999972,0,0,0,0
