game_id,season,date,playoff,win,points,home_team,conference,first_interconf_trip,dist_traveled,dist_3days,dist_7days,dist_30days,lon_traveled,tz_traveled,same_tz_3days,same_tz_7days,same_tz_30days,tz_total_3days,tz_total_7days,tz_total_30days,tz_east_3days,tz_east_7days,tz_east_30days,tz_west_3days,tz_west_7days,tz_west_30days,days_rest,second_backtoback,three_in_four,games_2days,games_3days,games_4days,games_7days,games_30days,road_3days,road_7days,road_30days,total_wins_ly,pyth_40games,pace_40games,ftr_40games,tpar_40games,ts_40games,trb_40games,steal_40games,block_40games,efg_40games,tov_40games,orb_40games,drb_40games,all_nba_ly,first_team_nba_ly,second_team_nba_ly,third_team_nba_ly
2000-11-08 SEA MIA,2000-01,2000-11-08,0,1,6,1,E,0,-327.793889206873,-4432.679043793503,-2339.9852840602434,-2798.073284060243,-1.196885,0,0,1,0,-3,-3,-3,-3,-3,-3,0,0,0,2,0,0,0,-1,-1,0,-1,-2,-1,-2,0.5999999999999943,0.34556912207534035,-2.7249999999999943,-0.012999999999999956,-0.01858333333333334,-0.0035833333333332718,-0.5833333333333357,0.4250000000000007,1.25,-0.008833333333333304,-0.4833333333333343,-5.625,5.916666666666671,0,0,0,0
2000-11-09 ATL PHX,2000-01,2000-11-09,0,1,9,1,W,0,-1618.96039486907,-2036.7976373391348,-4965.480150591315,-4101.631566367694,-10.595642,-1,1,2,0,-1,-4,-2,-1,-1,0,0,-3,-2,0,0,-1,0,0,-1,0,0,-2,-2,-2,19.999999999999996,0.7094324589118878,14.14,0.007799999999999974,0.04719999999999999,0.09000000000000002,0.1599999999999966,1.1800000000000015,3.9399999999999995,0.09580000000000005,-0.35999999999999943,-2.8000000000000007,-5.179999999999993,0,0,0,0
2000-11-09 PHI MIN,2000-01,2000-11-09,0,1,2,0,E,0,462.54788905967985,1499.4895170881032,-164.23137748007412,-1805.332720191881,-29.835731,-2,0,1,1,0,-1,-1,-1,-1,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,1,0,-3.8000000000000043,0.36589975061064134,-0.46000000000000796,0.19800000000000004,0.049,0.017199999999999993,1.8399999999999963,2.6000000000000005,0.6999999999999993,-0.012400000000000022,2.42,0.22000000000000242,-1.519999999999996,0,0,0,0
2000-11-09 SEA CHA,2000-01,2000-11-09,0,0,-8,1,E,0,-305.116170126105,883.2495666298121,-2364.0704853539532,-2086.779924177515,1.196885,0,0,1,1,0,-3,-3,0,-3,-3,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,-1,-1.2000000000000028,0.32176193210092024,3.719999999999999,0.21799999999999997,-0.0774,0.007800000000000029,3.259999999999998,1.08,2.6999999999999993,-0.016400000000000026,-2.6799999999999997,-0.08000000000000185,9.319999999999993,0,0,0,0
2000-11-10 ATL LAC,2000-01,2000-11-10,0,1,9,1,W,0,-577.847747863842,-2196.8081427329116,-7427.397468546867,-6762.278313546381,6.196053,1,2,2,0,-2,-5,-3,-1,-1,0,-1,-4,-3,1,-1,-1,-1,0,-1,-1,-1,-2,-3,-3,5.599999999999998,0.18044020172955078,5.283333333333331,0.12793333333333334,0.037633333333333324,0.04839999999999994,3.520000000000003,-4.176666666666666,0.9433333333333334,0.05410000000000004,1.0533333333333328,0.023333333333333428,-2.856666666666669,0,0,0,0
2000-11-10 MIA UTA,2000-01,2000-11-10,0,0,-7,1,W,0,-2428.1873356562473,-1493.4771342758243,1067.2261474163652,955.5894689301595,38.080284999999996,3,-1,-2,-3,0,3,4,1,3,3,-1,0,1,0,0,0,0,0,0,1,1,0,1,1,-2.5999999999999943,-0.007671035555082195,12.975000000000009,0.22284999999999994,-0.08434999999999998,0.059599999999999986,0.3850000000000051,-4.67,-2.95,0.05639999999999995,-1.6899999999999995,0.49499999999999744,-3.0050000000000097,0,0,0,0
2000-11-11 MIA PHX,2000-01,2000-11-11,0,0,-2,0,E,0,812.795194015549,4175.692731052219,3233.657946006364,2316.1670887097885,-0.170113,0,-1,-2,0,2,2,0,0,0,-1,2,2,1,-1,1,1,1,0,1,-1,-1,2,2,1,-1,-0.0667436973989467,-6.763333333333321,0.024200000000000055,0.0024999999999999745,-0.0121,0.03999999999999915,-2.3233333333333324,0.4733333333333327,-0.020133333333333336,1.8733333333333348,-4.1633333333333304,4.060000000000002,0,0,0,0
2000-11-11 MIN MIL,2000-01,2000-11-11,0,1,11,0,W,0,87.52852819646199,1213.5082786124221,3005.642365808781,3444.9243173585182,7.12053,1,1,1,1,0,0,0,1,0,0,-1,0,0,-1,0,1,0,1,1,1,1,1,2,2,8.800000000000004,0.23251153634045027,0.4133333333333411,-0.05736666666666668,-0.10023333333333333,-0.00666666666666671,-2.693333333333335,1.8133333333333335,0.9466666666666672,0.014066666666666672,-0.7099999999999991,-0.34999999999999787,-3.289999999999992,0,0,0,0
2000-11-11 SEA NJN,2000-01,2000-11-11,0,0,-35,0,W,0,857.565102602865,1573.7790756073769,5676.325212538762,3846.9390244667825,6.727642,0,0,0,2,0,3,1,0,3,2,0,0,-1,0,0,0,0,0,0,1,1,2,3,3,-4.399999999999999,-0.031539848663398096,5.386666666666656,-0.03796666666666665,0.08796666666666667,0.042133333333333356,2.556666666666665,-0.9166666666666679,0.08000000000000007,0.045433333333333326,4.936666666666667,9.219999999999999,-7.61999999999999,0,0,0,0
2000-11-12 ORL GSW,2000-01,2000-11-12,0,1,6,0,E,0,2971.3694669071,2826.1784669071003,4913.564681774382,3197.450937917298,-34.528785,-2,-2,-1,2,2,3,1,0,0,-1,2,3,2,1,0,0,0,-1,0,1,2,1,1,2,8.800000000000004,0.2054642730472744,0.8057142857142736,-0.0016000000000000458,0.07645714285714286,0.009771428571428598,-5.534285714285716,1.2971428571428572,1.225714285714286,0.009199999999999986,0.8428571428571416,-0.7971428571428589,-9.397142857142853,0,0,0,0
2000-11-12 SEA DET,2000-01,2000-11-12,0,1,9,1,E,0,-383.25495507615494,-207.21120280418995,-4411.257303263943,-2461.358876033095,12.087881,0,0,-1,-1,0,-2,-1,0,-2,-2,0,0,1,0,0,0,0,0,0,-1,0,-1,-2,0,11.399999999999999,0.049632280461582134,-2.528571428571439,-0.06128571428571433,-0.07028571428571428,-0.04800000000000004,2.5714285714285694,0.22857142857142776,-1.7142857142857144,-0.05071428571428571,-3,2.614285714285714,4.8714285714285666,0,0,0,0
2000-11-13 POR NJN,2000-01,2000-11-13,0,0,-12,1,E,0,-3925.46082148701,-3925.46082148701,-4035.5331269901726,-6161.708825923728,-48.599264,-3,1,1,0,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-2,5.600000000000001,0.10752159515646564,-2.6857142857142833,0.07197619047619044,-0.021857142857142853,-0.01990476190476198,-3.057142857142857,1.8047619047619037,-4.376190476190476,-0.02423809523809528,-2.5095238095238095,-4.36904761904762,2.3190476190476232,0,0,0,0
2000-11-14 CHI HOU,2000-01,2000-11-14,0,0,-27,0,E,0,-686.8918747080302,-2016.42125686517,-4936.77613105601,-8709.588148457911,-30.593079,-2,0,1,1,-2,-4,-6,-2,-2,-3,0,-2,-3,1,0,-1,0,-1,-1,-1,-2,0,-1,-2,-15.600000000000001,-0.320069168926408,-11.595833333333346,0.028041666666666687,-0.06704166666666667,-0.053250000000000075,1.4708333333333314,-2.2791666666666677,2.625,-0.059750000000000025,1.4791666666666643,0.9583333333333321,-0.8250000000000028,0,0,0,0
2000-11-14 GSW CLE,2000-01,2000-11-14,0,0,-10,0,W,0,3471.44008496629,3471.44008496629,2256.5441634827653,3986.1602456312066,40.514748,3,0,-1,-3,3,3,5,3,3,4,0,0,1,-1,0,0,0,1,0,0,0,1,0,0,-1.2000000000000028,-0.26343541000411363,-3,-0.017166666666666663,0.018000000000000002,-0.031000000000000028,4.599999999999994,-2.25,-2.6499999999999986,-0.02999999999999997,-0.09999999999999787,3.2666666666666657,7.283333333333346,0,0,0,0
2000-11-14 NYK SEA,2000-01,2000-11-14,0,1,21,1,W,0,-785.3267442597603,4.595078212672888,448.0574257283188,3655.0785247524645,9.240664000000002,0,1,2,2,0,-1,1,0,-1,2,0,0,-1,-1,0,1,0,1,1,1,1,0,2,2,7.400000000000006,-0.37503483996722725,-2.8999999999999915,0.04826785714285714,0.03614285714285714,-0.004375000000000018,-2.585714285714282,2.3374999999999995,-1.692857142857143,5.178571428571255e-4,3.6589285714285715,6.344642857142855,-10.575000000000003,0,0,0,0
2000-11-14 ORL SAC,2000-01,2000-11-14,0,0,-14,0,E,0,144.379,2971.3694669071,4412.11061134419,-488.772917963548,0.684832,0,-1,-2,2,2,3,-3,0,0,-3,2,3,0,0,0,0,0,0,0,0,0,2,2,0,-23.4,-0.37940291640699414,-7.662499999999994,-0.019000000000000017,-0.001999999999999974,-0.03825000000000006,-1.9500000000000028,0.32500000000000107,4.0875,-0.030874999999999986,2.7375000000000007,4.75,-4.637500000000003,0,0,0,0
