season,date,time,road_team_abbr,road_team,road_team_pts,home_team_abbr,home_team,home_team_pts,overtime_flg,game_attnd,playoff_gm
2000-01,2000-12-05,9:00p,TOR,Toronto Raptors,84,UTA,Utah Jazz,98,,19288,0
2000-01,2000-12-05,8:30p,DAL,Dallas Mavericks,102,HOU,Houston Rockets,109,,11426,0
2000-01,2000-12-05,7:30p,CHA,Charlotte Hornets,66,CLE,Cleveland Cavaliers,71,,14544,0
2000-01,2000-12-06,7:30p,MIL,Milwaukee Bucks,109,NJN,New Jersey Nets,87,,11420,0
2000-01,2000-12-06,10:30p,LAL,Los Angeles Lakers,122,GSW,Golden State Warriors,125,OT,19273,0
2000-01,2000-12-06,8:00p,CLE,Cleveland Cavaliers,92,CHI,Chicago Bulls,88,,21395,0
2000-01,2000-12-06,8:00p,NYK,New York Knicks,85,DAL,Dallas Mavericks,94,,14551,0
2000-01,2000-12-06,7:00p,LAC,Los Angeles Clippers,93,WAS,Washington Wizards,88,,11602,0
2000-01,2000-12-06,7:30p,DEN,Denver Nuggets,78,MIA,Miami Heat,95,,14463,0
2000-01,2000-12-06,7:30p,IND,Indiana Pacers,88,CHA,Charlotte Hornets,91,,11877,0
2000-01,2000-12-06,10:00p,DET,Detroit Pistons,112,SEA,Seattle SuperSonics,99,,14795,0
2000-01,2000-12-06,10:00p,TOR,Toronto Raptors,88,POR,Portland Trail Blazers,95,,19980,0
2000-01,2000-12-07,8:00p,NYK,New York Knicks,86,SAS,San Antonio Spurs,83,,18370,0
2000-01,2000-12-07,8:00p,WAS,Washington Wizards,88,MIN,Minnesota Timberwolves,105,,16018,0
2000-01,2000-12-07,7:30p,DEN,Denver Nuggets,93,ORL,Orlando Magic,103,,13123,0
2000-01,2000-12-07,9:00p,VAN,Vancouver Grizzlies,87,UTA,Utah Jazz,98,,17958,0
2000-01,2000-12-07,8:00p,PHX,Phoenix Suns,104,MIL,Milwaukee Bucks,96,,14236,0
2000-01,2000-12-08,7:30p,IND,Indiana Pacers,104,BOS,Boston Celtics,91,,14834,0
2000-01,2000-12-08,7:30p,PHX,Phoenix Suns,84,NJN,New Jersey Nets,86,,12543,0
2000-01,2000-12-08,10:30p,TOR,Toronto Raptors,108,GSW,Golden State Warriors,92,,18316,0
2000-01,2000-12-08,8:00p,CHI,Chicago Bulls,86,DAL,Dallas Mavericks,105,,16600,0
2000-01,2000-12-08,7:30p,ATL,Atlanta Hawks,76,MIA,Miami Heat,80,,15031,0
2000-01,2000-12-08,7:30p,LAC,Los Angeles Clippers,87,CHA,Charlotte Hornets,92,,12086,0
2000-01,2000-12-08,10:30p,SEA,Seattle SuperSonics,103,LAL,Los Angeles Lakers,95,,18997,0
2000-01,2000-12-08,10:30p,HOU,Houston Rockets,98,SAC,Sacramento Kings,111,,17317,0
2000-01,2000-12-08,10:00p,PHI,Philadelphia 76ers,107,POR,Portland Trail Blazers,94,,20113,0
2000-01,2000-12-09,7:30p,DEN,Denver Nuggets,88,NYK,New York Knicks,96,,19763,0
2000-01,2000-12-09,8:30p,CHI,Chicago Bulls,81,SAS,San Antonio Spurs,105,,19447,0
2000-01,2000-12-09,8:00p,LAC,Los Angeles Clippers,73,MIN,Minnesota Timberwolves,85,,16143,0
2000-01,2000-12-09,7:00p,CHA,Charlotte Hornets,96,IND,Indiana Pacers,99,OT,18345,0
2000-01,2000-12-09,10:00p,PHI,Philadelphia 76ers,83,VAN,Vancouver Grizzlies,79,,15671,0
2000-01,2000-12-09,9:00p,GSW,Golden State Warriors,114,UTA,Utah Jazz,125,,18777,0
2000-01,2000-12-09,7:30p,ATL,Atlanta Hawks,90,CLE,Cleveland Cavaliers,97,,15766,0
2000-01,2000-12-09,8:30p,WAS,Washington Wizards,91,MIL,Milwaukee Bucks,99,,15768,0
2000-01,2000-12-09,10:00p,HOU,Houston Rockets,111,SEA,Seattle SuperSonics,104,,15730,0
2000-01,2000-12-09,10:00p,DET,Detroit Pistons,83,POR,Portland Trail Blazers,114,,19980,0
2000-01,2000-12-10,6:00p,DEN,Denver Nuggets,102,BOS,Boston Celtics,104,OT,11812,0
2000-01,2000-12-10,7:30p,DAL,Dallas Mavericks,99,NJN,New Jersey Nets,73,,10654,0
2000-01,2000-12-10,3:30p,PHX,Phoenix Suns,95,TOR,Toronto Raptors,87,,19800,0
2000-01,2000-12-10,9:30p,DET,Detroit Pistons,88,LAL,Los Angeles Lakers,112,,18997,0
2000-01,2000-12-10,9:00p,MIA,Miami Heat,97,SAC,Sacramento Kings,101,,17317,0
2000-01,2000-12-11,7:00p,MIN,Minnesota Timberwolves,96,PHI,Philadelphia 76ers,91,OT,18707,0
2000-01,2000-12-11,10:30p,ORL,Orlando Magic,80,LAC,Los Angeles Clippers,92,,9135,0
2000-01,2000-12-11,8:30p,PHX,Phoenix Suns,86,CHI,Chicago Bulls,80,,20962,0
2000-01,2000-12-11,10:00p,HOU,Houston Rockets,82,VAN,Vancouver Grizzlies,75,,12145,0
2000-01,2000-12-11,9:00p,SAS,San Antonio Spurs,91,UTA,Utah Jazz,83,,19911,0
2000-01,2000-12-12,7:30p,MIN,Minnesota Timberwolves,94,NJN,New Jersey Nets,116,,11649,0
2000-01,2000-12-12,10:30p,POR,Portland Trail Blazers,101,GSW,Golden State Warriors,93,,13461,0
2000-01,2000-12-12,7:00p,IND,Indiana Pacers,90,TOR,Toronto Raptors,104,,18221,0
2000-01,2000-12-12,8:00p,SAC,Sacramento Kings,99,ATL,Atlanta Hawks,107,,18113,0
2000-01,2000-12-12,10:30p,MIL,Milwaukee Bucks,109,LAL,Los Angeles Lakers,105,,18997,0
2000-01,2000-12-12,7:30p,DAL,Dallas Mavericks,87,CLE,Cleveland Cavaliers,92,,12577,0
2000-01,2000-12-12,10:00p,ORL,Orlando Magic,92,SEA,Seattle SuperSonics,97,,17072,0
2000-01,2000-12-12,9:00p,MIA,Miami Heat,96,DEN,Denver Nuggets,85,,12894,0
2000-01,2000-12-13,7:00p,CHI,Chicago Bulls,104,BOS,Boston Celtics,86,,13529,0
2000-01,2000-12-13,7:30p,ATL,Atlanta Hawks,69,DET,Detroit Pistons,92,,11252,0
2000-01,2000-12-13,10:30p,MIA,Miami Heat,94,LAC,Los Angeles Clippers,88,OT,16468,0
2000-01,2000-12-13,7:00p,PHI,Philadelphia 76ers,102,WAS,Washington Wizards,82,,14923,0
2000-01,2000-12-13,7:00p,DAL,Dallas Mavericks,92,IND,Indiana Pacers,97,,16740,0
2000-01,2000-12-13,7:30p,SAC,Sacramento Kings,90,CHA,Charlotte Hornets,101,,12806,0
2000-01,2000-12-13,10:00p,SEA,Seattle SuperSonics,94,VAN,Vancouver Grizzlies,93,,15102,0
2000-01,2000-12-13,9:00p,MIL,Milwaukee Bucks,111,UTA,Utah Jazz,102,,18450,0
2000-01,2000-12-13,8:00p,SAS,San Antonio Spurs,93,PHX,Phoenix Suns,103,,17333,0
2000-01,2000-12-13,10:30p,LAL,Los Angeles Lakers,86,POR,Portland Trail Blazers,96,,20491,0
2000-01,2000-12-14,10:30p,HOU,Houston Rockets,98,GSW,Golden State Warriors,95,,10417,0
2000-01,2000-12-14,8:30p,DEN,Denver Nuggets,102,SAS,San Antonio Spurs,96,,15248,0
2000-01,2000-12-14,8:00p,NYK,New York Knicks,68,TOR,Toronto Raptors,70,,19800,0
2000-01,2000-12-15,7:30p,SAC,Sacramento Kings,104,BOS,Boston Celtics,81,,15486,0
2000-01,2000-12-15,7:30p,UTA,Utah Jazz,89,NYK,New York Knicks,58,,19763,0
2000-01,2000-12-15,7:00p,DAL,Dallas Mavericks,112,PHI,Philadelphia 76ers,94,,18563,0
2000-01,2000-12-15,8:00p,MIN,Minnesota Timberwolves,99,DET,Detroit Pistons,90,,13744,0
2000-01,2000-12-15,8:30p,ATL,Atlanta Hawks,85,CHI,Chicago Bulls,74,,20455,0
2000-01,2000-12-15,7:00p,CHA,Charlotte Hornets,103,WAS,Washington Wizards,89,,13908,0
2000-01,2000-12-15,7:00p,CLE,Cleveland Cavaliers,103,IND,Indiana Pacers,95,,16966,0
2000-01,2000-12-15,10:30p,VAN,Vancouver Grizzlies,76,LAL,Los Angeles Lakers,98,,18211,0
2000-01,2000-12-15,9:00p,LAC,Los Angeles Clippers,98,PHX,Phoenix Suns,88,,16689,0
2000-01,2000-12-15,8:30p,TOR,Toronto Raptors,97,MIL,Milwaukee Bucks,104,,16432,0
2000-01,2000-12-15,10:00p,MIA,Miami Heat,81,SEA,Seattle SuperSonics,99,,17072,0
2000-01,2000-12-15,10:00p,ORL,Orlando Magic,96,POR,Portland Trail Blazers,106,,20209,0
2000-01,2000-12-16,10:30p,MIA,Miami Heat,93,GSW,Golden State Warriors,85,,16411,0
2000-01,2000-12-16,8:30p,PHI,Philadelphia 76ers,99,CHI,Chicago Bulls,91,,22110,0
2000-01,2000-12-16,8:30p,PHX,Phoenix Suns,82,SAS,San Antonio Spurs,90,,30555,0
2000-01,2000-12-16,7:30p,NJN,New Jersey Nets,89,ATL,Atlanta Hawks,83,,11225,0
2000-01,2000-12-16,8:00p,IND,Indiana Pacers,110,MIN,Minnesota Timberwolves,113,OT,17249,0
2000-01,2000-12-16,7:30p,BOS,Boston Celtics,87,CHA,Charlotte Hornets,99,,13040,0
2000-01,2000-12-16,8:30p,DEN,Denver Nuggets,102,HOU,Houston Rockets,100,,11907,0
2000-01,2000-12-16,7:30p,UTA,Utah Jazz,92,CLE,Cleveland Cavaliers,99,,18571,0
2000-01,2000-12-17,6:00p,MIL,Milwaukee Bucks,97,NYK,New York Knicks,100,OT,19763,0
2000-01,2000-12-17,7:30p,SAC,Sacramento Kings,95,NJN,New Jersey Nets,79,,13011,0
2000-01,2000-12-17,7:00p,DAL,Dallas Mavericks,99,DET,Detroit Pistons,90,,11389,0
2000-01,2000-12-17,9:00p,WAS,Washington Wizards,103,LAC,Los Angeles Clippers,94,,12862,0
2000-01,2000-12-17,1:00p,LAL,Los Angeles Lakers,104,TOR,Toronto Raptors,101,OT,19800,0
2000-01,2000-12-17,3:30p,ORL,Orlando Magic,101,VAN,Vancouver Grizzlies,91,,13729,0
2000-01,2000-12-18,7:00p,DAL,Dallas Mavericks,106,BOS,Boston Celtics,98,,11327,0
2000-01,2000-12-19,10:30p,MIN,Minnesota Timberwolves,99,GSW,Golden State Warriors,120,,13367,0
2000-01,2000-12-19,8:30p,IND,Indiana Pacers,90,CHI,Chicago Bulls,85,,21454,0
2000-01,2000-12-19,7:00p,UTA,Utah Jazz,95,TOR,Toronto Raptors,103,,18896,0
2000-01,2000-12-19,7:30p,NYK,New York Knicks,77,ATL,Atlanta Hawks,87,,13621,0
2000-01,2000-12-19,8:00p,LAL,Los Angeles Lakers,81,MIA,Miami Heat,79,,19600,0
2000-01,2000-12-19,10:30p,WAS,Washington Wizards,72,SAC,Sacramento Kings,106,,17317,0
2000-01,2000-12-19,9:00p,DET,Detroit Pistons,89,PHX,Phoenix Suns,84,,16951,0
2000-01,2000-12-19,8:30p,SAS,San Antonio Spurs,86,HOU,Houston Rockets,79,,12937,0
2000-01,2000-12-20,7:00p,NJN,New Jersey Nets,86,BOS,Boston Celtics,99,,12319,0
2000-01,2000-12-20,8:00p,UTA,Utah Jazz,91,PHI,Philadelphia 76ers,89,,19428,0
2000-01,2000-12-20,10:30p,MIN,Minnesota Timberwolves,96,LAC,Los Angeles Clippers,103,,15636,0
2000-01,2000-12-20,8:00p,POR,Portland Trail Blazers,101,DAL,Dallas Mavericks,106,,17750,0
2000-01,2000-12-20,8:30p,CLE,Cleveland Cavaliers,77,SAS,San Antonio Spurs,94,,17336,0
2000-01,2000-12-20,7:00p,TOR,Toronto Raptors,99,IND,Indiana Pacers,98,OT,18345,0
2000-01,2000-12-20,7:30p,MIA,Miami Heat,56,CHA,Charlotte Hornets,65,,13176,0
2000-01,2000-12-20,10:00p,WAS,Washington Wizards,104,VAN,Vancouver Grizzlies,118,,11510,0
2000-01,2000-12-20,10:00p,SAC,Sacramento Kings,85,SEA,Seattle SuperSonics,89,,17072,0
2000-01,2000-12-20,9:00p,DET,Detroit Pistons,106,DEN,Denver Nuggets,108,,16100,0
2000-01,2000-12-21,8:00p,BOS,Boston Celtics,92,NYK,New York Knicks,86,,19763,0
2000-01,2000-12-21,7:30p,CHI,Chicago Bulls,88,ORL,Orlando Magic,99,,14035,0
2000-01,2000-12-21,8:30p,LAL,Los Angeles Lakers,99,HOU,Houston Rockets,94,,16285,0
2000-01,2000-12-21,8:00p,NJN,New Jersey Nets,78,MIL,Milwaukee Bucks,80,,13439,0
2000-01,2000-12-22,7:00p,NYK,New York Knicks,91,PHI,Philadelphia 76ers,71,,20670,0
2000-01,2000-12-22,8:00p,LAL,Los Angeles Lakers,108,DAL,Dallas Mavericks,103,,18201,0
2000-01,2000-12-22,8:30p,GSW,Golden State Warriors,87,SAS,San Antonio Spurs,105,,16481,0
2000-01,2000-12-22,7:00p,ATL,Atlanta Hawks,78,TOR,Toronto Raptors,72,,18962,0
2000-01,2000-12-22,8:00p,CHA,Charlotte Hornets,83,MIN,Minnesota Timberwolves,74,,16327,0
2000-01,2000-12-22,7:00p,UTA,Utah Jazz,109,IND,Indiana Pacers,101,,18345,0
2000-01,2000-12-22,7:30p,CLE,Cleveland Cavaliers,95,MIA,Miami Heat,103,,15854,0
2000-01,2000-12-22,10:00p,SAC,Sacramento Kings,95,VAN,Vancouver Grizzlies,93,,14656,0
2000-01,2000-12-22,10:00p,WAS,Washington Wizards,87,SEA,Seattle SuperSonics,107,,12705,0
2000-01,2000-12-22,9:00p,POR,Portland Trail Blazers,96,DEN,Denver Nuggets,116,,16622,0
2000-01,2000-12-23,7:30p,MIA,Miami Heat,86,NJN,New Jersey Nets,80,,13542,0
2000-01,2000-12-23,7:30p,CHI,Chicago Bulls,93,DET,Detroit Pistons,106,,13896,0
2000-01,2000-12-23,10:30p,VAN,Vancouver Grizzlies,90,LAC,Los Angeles Clippers,92,,12001,0
2000-01,2000-12-23,7:30p,IND,Indiana Pacers,87,ATL,Atlanta Hawks,91,,15249,0
2000-01,2000-12-23,8:00p,UTA,Utah Jazz,98,MIN,Minnesota Timberwolves,92,,16789,0
2000-01,2000-12-23,7:30p,CLE,Cleveland Cavaliers,92,ORL,Orlando Magic,111,,14160,0
2000-01,2000-12-23,7:30p,SAS,San Antonio Spurs,84,CHA,Charlotte Hornets,88,OT,15079,0
2000-01,2000-12-23,10:30p,SEA,Seattle SuperSonics,92,SAC,Sacramento Kings,97,,17317,0
2000-01,2000-12-23,9:00p,DEN,Denver Nuggets,93,PHX,Phoenix Suns,102,,18626,0
2000-01,2000-12-23,8:30p,GSW,Golden State Warriors,95,HOU,Houston Rockets,87,,12534,0
2000-01,2000-12-23,8:30p,BOS,Boston Celtics,99,MIL,Milwaukee Bucks,104,,14786,0
2000-01,2000-12-23,10:00p,WAS,Washington Wizards,70,POR,Portland Trail Blazers,87,,20136,0
2000-01,2000-12-25,3:00p,ORL,Orlando Magic,93,IND,Indiana Pacers,103,,18345,0
2000-01,2000-12-25,5:30p,POR,Portland Trail Blazers,109,LAL,Los Angeles Lakers,104,,18997,0
2000-01,2000-12-26,7:30p,ATL,Atlanta Hawks,81,NJN,New Jersey Nets,76,,11709,0
2000-01,2000-12-26,7:30p,BOS,Boston Celtics,96,DET,Detroit Pistons,101,,14568,0
2000-01,2000-12-26,8:00p,SEA,Seattle SuperSonics,93,DAL,Dallas Mavericks,114,,13755,0
2000-01,2000-12-26,8:00p,HOU,Houston Rockets,95,SAS,San Antonio Spurs,103,,21343,0
2000-01,2000-12-26,8:00p,TOR,Toronto Raptors,97,MIN,Minnesota Timberwolves,100,,16828,0
2000-01,2000-12-26,7:00p,CLE,Cleveland Cavaliers,110,CHA,Charlotte Hornets,115,OT,14442,0
2000-01,2000-12-26,10:30p,PHX,Phoenix Suns,97,VAN,Vancouver Grizzlies,95,,16110,0
2000-01,2000-12-26,9:00p,PHI,Philadelphia 76ers,97,UTA,Utah Jazz,91,,19911,0
2000-01,2000-12-26,8:00p,ORL,Orlando Magic,77,MIL,Milwaukee Bucks,89,,16089,0
2000-01,2000-12-26,9:00p,LAC,Los Angeles Clippers,108,DEN,Denver Nuggets,109,,14226,0
2000-01,2000-12-27,10:30p,PHI,Philadelphia 76ers,118,GSW,Golden State Warriors,110,,18726,0
2000-01,2000-12-27,7:00p,NYK,New York Knicks,89,WAS,Washington Wizards,82,,20674,0
2000-01,2000-12-27,8:00p,IND,Indiana Pacers,79,MIA,Miami Heat,91,,16500,0
2000-01,2000-12-27,8:30p,SEA,Seattle SuperSonics,107,HOU,Houston Rockets,92,,13975,0
2000-01,2000-12-28,7:30p,BOS,Boston Celtics,112,NJN,New Jersey Nets,111,,13207,0
2000-01,2000-12-28,8:30p,SAS,San Antonio Spurs,104,CHI,Chicago Bulls,105,,21793,0
2000-01,2000-12-28,8:00p,LAC,Los Angeles Clippers,96,DAL,Dallas Mavericks,105,,14260,0
2000-01,2000-12-28,8:00p,ATL,Atlanta Hawks,81,MIN,Minnesota Timberwolves,88,,16801,0
2000-01,2000-12-28,7:30p,DET,Detroit Pistons,96,ORL,Orlando Magic,102,,16018,0
2000-01,2000-12-28,10:30p,CHA,Charlotte Hornets,87,SAC,Sacramento Kings,91,,17317,0
2000-01,2000-12-28,8:00p,POR,Portland Trail Blazers,103,UTA,Utah Jazz,102,OT,19911,0
2000-01,2000-12-28,9:00p,LAL,Los Angeles Lakers,115,PHX,Phoenix Suns,78,,19023,0
2000-01,2000-12-28,7:30p,MIL,Milwaukee Bucks,107,CLE,Cleveland Cavaliers,89,,18225,0
2000-01,2000-12-28,9:00p,TOR,Toronto Raptors,94,DEN,Denver Nuggets,93,,17700,0
2000-01,2000-12-29,7:30p,CHI,Chicago Bulls,68,NYK,New York Knicks,95,,19763,0
2000-01,2000-12-29,10:30p,UTA,Utah Jazz,89,GSW,Golden State Warriors,100,,16478,0
2000-01,2000-12-29,7:30p,CLE,Cleveland Cavaliers,97,ATL,Atlanta Hawks,85,,11686,0
2000-01,2000-12-29,7:30p,WAS,Washington Wizards,91,MIA,Miami Heat,98,,16025,0
2000-01,2000-12-29,10:00p,VAN,Vancouver Grizzlies,81,POR,Portland Trail Blazers,104,,20309,0
2000-01,2000-12-30,1:00p,ORL,Orlando Magic,95,BOS,Boston Celtics,90,,16633,0
2000-01,2000-12-30,7:30p,MIA,Miami Heat,110,DET,Detroit Pistons,102,OT,15789,0
2000-01,2000-12-30,10:30p,LAL,Los Angeles Lakers,116,LAC,Los Angeles Clippers,114,OT,20327,0
2000-01,2000-12-30,3:00p,HOU,Houston Rockets,114,DAL,Dallas Mavericks,99,,18187,0
2000-01,2000-12-30,7:30p,NYK,New York Knicks,88,MIN,Minnesota Timberwolves,79,,18322,0
2000-01,2000-12-30,7:30p,SAS,San Antonio Spurs,89,IND,Indiana Pacers,77,,18345,0
2000-01,2000-12-30,10:00p,GSW,Golden State Warriors,102,VAN,Vancouver Grizzlies,101,,14485,0
2000-01,2000-12-30,7:30p,PHI,Philadelphia 76ers,107,SAC,Sacramento Kings,104,OT,17317,0
2000-01,2000-12-30,9:00p,TOR,Toronto Raptors,103,PHX,Phoenix Suns,109,,19023,0
2000-01,2000-12-30,3:30p,CHA,Charlotte Hornets,102,SEA,Seattle SuperSonics,104,,15832,0
2000-01,2000-12-30,10:00p,MIL,Milwaukee Bucks,113,DEN,Denver Nuggets,120,,15330,0
2000-01,2000-12-31,2:00p,NJN,New Jersey Nets,77,CHI,Chicago Bulls,86,,20362,0
2000-01,2000-12-31,8:00p,DET,Detroit Pistons,96,WAS,Washington Wizards,110,,13132,0
2000-01,2001-01-01,3:30p,HOU,Houston Rockets,96,MIN,Minnesota Timberwolves,106,,14779,0
2000-01,2001-01-01,10:00p,CHA,Charlotte Hornets,67,POR,Portland Trail Blazers,89,,19980,0
2000-01,2001-01-02,7:30p,HOU,Houston Rockets,100,CLE,Cleveland Cavaliers,95,,14032,0
2000-01,2001-01-02,10:30p,TOR,Toronto Raptors,97,LAC,Los Angeles Clippers,110,,18037,0
2000-01,2001-01-02,8:30p,MIL,Milwaukee Bucks,104,CHI,Chicago Bulls,70,,20569,0
2000-01,2001-01-02,7:00p,MIN,Minnesota Timberwolves,108,WAS,Washington Wizards,115,,11712,0
2000-01,2001-01-02,7:30p,BOS,Boston Celtics,81,ATL,Atlanta Hawks,92,,11194,0
2000-01,2001-01-02,10:30p,PHX,Phoenix Suns,117,SAC,Sacramento Kings,121,OT,17317,0
2000-01,2001-01-02,8:30p,MIA,Miami Heat,72,SAS,San Antonio Spurs,80,,18412,0
2000-01,2001-01-02,7:30p,NJN,New Jersey Nets,120,ORL,Orlando Magic,110,,14442,0
2000-01,2001-01-02,10:00p,IND,Indiana Pacers,91,SEA,Seattle SuperSonics,83,,17072,0
2000-01,2001-01-03,10:30p,DEN,Denver Nuggets,111,GSW,Golden State Warriors,100,,12163,0
2000-01,2001-01-03,10:30p,UTA,Utah Jazz,71,LAL,Los Angeles Lakers,82,,18997,0
2000-01,2001-01-03,10:00p,IND,Indiana Pacers,86,POR,Portland Trail Blazers,102,,20011,0
2000-01,2001-01-03,10:00p,CHA,Charlotte Hornets,89,VAN,Vancouver Grizzlies,99,,11873,0
2000-01,2001-01-03,7:00p,ATL,Atlanta Hawks,80,PHI,Philadelphia 76ers,98,,17643,0
2000-01,2001-01-03,7:00p,NYK,New York Knicks,100,BOS,Boston Celtics,91,,15715,0
2000-01,2001-01-03,8:00p,CLE,Cleveland Cavaliers,83,MIL,Milwaukee Bucks,88,,13817,0
2000-01,2001-01-03,8:00p,DET,Detroit Pistons,107,DAL,Dallas Mavericks,104,,12789,0
2000-01,2001-01-03,9:00p,LAC,Los Angeles Clippers,85,PHX,Phoenix Suns,90,,16592,0
2000-01,2001-01-04,8:00p,SEA,Seattle SuperSonics,92,MIN,Minnesota Timberwolves,105,,16045,0
2000-01,2001-01-04,8:00p,ORL,Orlando Magic,92,NYK,New York Knicks,95,OT,19763,0
2000-01,2001-01-04,8:30p,WAS,Washington Wizards,96,CHI,Chicago Bulls,98,,21488,0
2000-01,2001-01-04,7:30p,NJN,New Jersey Nets,78,MIA,Miami Heat,81,,16013,0
2000-01,2001-01-04,8:30p,DET,Detroit Pistons,97,HOU,Houston Rockets,107,,11646,0
2000-01,2001-01-05,7:00p,DAL,Dallas Mavericks,115,TOR,Toronto Raptors,105,,19800,0
2000-01,2001-01-05,9:00p,UTA,Utah Jazz,87,DEN,Denver Nuggets,100,,15205,0
2000-01,2001-01-05,10:00p,MIL,Milwaukee Bucks,115,POR,Portland Trail Blazers,119,,20580,0
2000-01,2001-01-05,10:30p,CHA,Charlotte Hornets,86,LAC,Los Angeles Clippers,73,,12484,0
2000-01,2001-01-05,7:00p,SEA,Seattle SuperSonics,89,PHI,Philadelphia 76ers,121,,20240,0
2000-01,2001-01-05,10:30p,IND,Indiana Pacers,93,SAC,Sacramento Kings,91,OT,17317,0
2000-01,2001-01-05,7:30p,GSW,Golden State Warriors,100,BOS,Boston Celtics,88,,12699,0
2000-01,2001-01-05,9:00p,VAN,Vancouver Grizzlies,76,PHX,Phoenix Suns,108,,18359,0
2000-01,2001-01-06,7:30p,PHI,Philadelphia 76ers,107,CLE,Cleveland Cavaliers,103,,20562,0
2000-01,2001-01-06,7:00p,DAL,Dallas Mavericks,103,WAS,Washington Wizards,85,,12741,0
2000-01,2001-01-06,7:30p,ORL,Orlando Magic,82,ATL,Atlanta Hawks,83,,13542,0
2000-01,2001-01-06,7:30p,BOS,Boston Celtics,86,MIA,Miami Heat,112,,16122,0
2000-01,2001-01-06,8:30p,UTA,Utah Jazz,99,HOU,Houston Rockets,97,,13821,0
2000-01,2001-01-06,8:30p,DET,Detroit Pistons,101,SAS,San Antonio Spurs,108,,20333,0
2000-01,2001-01-06,7:30p,GSW,Golden State Warriors,92,NJN,New Jersey Nets,97,,11789,0
2000-01,2001-01-07,1:00p,SEA,Seattle SuperSonics,92,TOR,Toronto Raptors,94,,19800,0
2000-01,2001-01-07,7:30p,WAS,Washington Wizards,87,NYK,New York Knicks,103,,19763,0
2000-01,2001-01-07,9:30p,LAC,Los Angeles Clippers,118,LAL,Los Angeles Lakers,95,,18997,0
2000-01,2001-01-07,9:00p,CHA,Charlotte Hornets,87,DEN,Denver Nuggets,94,,13111,0
2000-01,2001-01-07,3:30p,MIL,Milwaukee Bucks,117,VAN,Vancouver Grizzlies,120,,11771,0
2000-01,2001-01-07,8:00p,MIN,Minnesota Timberwolves,108,PHX,Phoenix Suns,88,,17531,0
2000-01,2001-01-08,7:30p,NJN,New Jersey Nets,90,CLE,Cleveland Cavaliers,92,,12332,0
2000-01,2001-01-08,10:30p,IND,Indiana Pacers,85,LAC,Los Angeles Clippers,82,,11964,0
2000-01,2001-01-08,8:30p,DAL,Dallas Mavericks,104,CHI,Chicago Bulls,91,,21344,0
2000-01,2001-01-08,7:30p,GSW,Golden State Warriors,78,MIA,Miami Heat,88,,15725,0
2000-01,2001-01-08,10:30p,MIN,Minnesota Timberwolves,97,SAC,Sacramento Kings,100,,17317,0
2000-01,2001-01-08,7:00p,POR,Portland Trail Blazers,98,BOS,Boston Celtics,90,,14561,0
2000-01,2001-01-09,7:00p,HOU,Houston Rockets,110,TOR,Toronto Raptors,91,,19106,0
2000-01,2001-01-09,9:00p,IND,Indiana Pacers,99,UTA,Utah Jazz,103,,19230,0
2000-01,2001-01-09,7:00p,CHI,Chicago Bulls,95,CHA,Charlotte Hornets,102,3OT,17439,0
2000-01,2001-01-09,10:00p,DEN,Denver Nuggets,112,VAN,Vancouver Grizzlies,105,,12417,0
2000-01,2001-01-09,7:30p,SEA,Seattle SuperSonics,95,ATL,Atlanta Hawks,86,,10477,0
2000-01,2001-01-09,8:00p,SAS,San Antonio Spurs,112,ORL,Orlando Magic,95,,14320,0
2000-01,2001-01-09,8:00p,WAS,Washington Wizards,95,MIL,Milwaukee Bucks,99,,13397,0
2000-01,2001-01-09,7:30p,PHI,Philadelphia 76ers,104,NJN,New Jersey Nets,87,,13340,0
2000-01,2001-01-10,8:00p,DAL,Dallas Mavericks,106,MIN,Minnesota Timberwolves,86,,16274,0
2000-01,2001-01-10,10:30p,DEN,Denver Nuggets,86,LAC,Los Angeles Clippers,92,,11251,0
2000-01,2001-01-10,8:00p,POR,Portland Trail Blazers,93,PHI,Philadelphia 76ers,75,,20645,0
2000-01,2001-01-10,7:00p,SEA,Seattle SuperSonics,104,WAS,Washington Wizards,101,,11591,0
2000-01,2001-01-10,10:30p,CLE,Cleveland Cavaliers,103,SAC,Sacramento Kings,108,,17317,0
2000-01,2001-01-10,7:30p,TOR,Toronto Raptors,110,DET,Detroit Pistons,85,,17249,0
2000-01,2001-01-10,7:00p,MIA,Miami Heat,76,BOS,Boston Celtics,88,,12758,0
2000-01,2001-01-11,7:30p,HOU,Houston Rockets,76,NYK,New York Knicks,75,,19763,0
2000-01,2001-01-11,7:30p,POR,Portland Trail Blazers,83,CHA,Charlotte Hornets,70,,16928,0
2000-01,2001-01-11,7:30p,GSW,Golden State Warriors,96,ATL,Atlanta Hawks,107,,13600,0
2000-01,2001-01-11,8:00p,DAL,Dallas Mavericks,94,MIL,Milwaukee Bucks,102,,15675,0
2000-01,2001-01-11,8:00p,IND,Indiana Pacers,85,PHX,Phoenix Suns,93,,17714,0
2000-01,2001-01-11,7:30p,ORL,Orlando Magic,101,NJN,New Jersey Nets,87,,11361,0
2000-01,2001-01-12,8:00p,LAC,Los Angeles Clippers,89,MIN,Minnesota Timberwolves,95,,16837,0
2000-01,2001-01-12,10:30p,CLE,Cleveland Cavaliers,98,LAL,Los Angeles Lakers,101,,18997,0
